order_id,customer_id,dish_id,quantity,unit_price,discount,payment_method,order_date,order_time,total_bill
208,198,119,1,220,10,UPI,2026-03-30,18:58:59,198.0
209,11,118,1,150,5,UPI,2026-06-30,21:22:36,142.5
210,386,101,1,695,0,Card,2026-02-26,13:20:54,695.0
211,102,118,2,150,0,Cash,2026-01-06,19:16:38,300.0
212,251,118,1,150,0,UPI,2026-01-09,13:43:55,150.0
213,417,102,2,380,15,UPI,2026-02-09,21:35:04,646.0
214,438,105,2,420,10,UPI,2026-01-15,19:32:38,756.0
215,367,101,2,695,0,UPI,2026-02-10,13:07:57,1390.0
216,94,115,1,150,0,Cash,2026-01-01,19:15:17,150.0
217,465,105,1,420,5,Card,2026-03-03,13:12:59,399.0
218,13,107,1,695,5,UPI,2026-06-26,13:14:49,660.25
219,141,103,1,320,0,Cash,2026-06-09,12:29:43,320.0
220,425,105,4,420,5,UPI,2026-05-08,21:45:32,1596.0
221,92,120,2,120,0,Card,2026-04-01,21:49:04,240.0
222,314,105,2,420,0,UPI,2026-04-21,18:26:05,840.0
223,45,109,1,650,0,Cash,2026-06-29,20:27:53,650.0
224,230,110,1,280,0,UPI,2026-03-03,19:00:15,280.0
225,267,122,3,320,0,UPI,2026-01-06,12:04:07,960.0
226,368,102,2,380,5,UPI,2026-05-29,14:24:23,722.0
227,202,107,5,695,10,UPI,2026-01-29,19:08:09,3127.5
228,359,118,1,150,5,UPI,2026-03-14,18:42:43,142.5
229,161,121,2,350,0,Cash,2026-05-04,13:12:53,700.0
230,88,111,1,320,0,Card,2026-05-19,13:18:45,320.0
231,100,102,1,380,10,UPI,2026-05-11,20:42:22,342.0
232,340,116,2,120,0,Card,2026-06-26,14:07:00,240.0
233,2,117,1,130,0,UPI,2026-01-22,19:10:56,130.0
234,380,104,2,390,0,Card,2026-06-07,21:21:02,780.0
235,359,116,1,120,0,UPI,2026-02-18,13:55:47,120.0
236,296,128,2,150,0,Card,2026-06-15,21:43:30,300.0
237,194,101,1,695,0,Card,2026-06-01,19:06:32,695.0
238,460,102,2,380,5,UPI,2026-06-09,20:39:14,722.0
239,35,120,2,120,0,Card,2026-06-08,19:03:41,240.0
240,77,113,1,220,0,UPI,2026-01-22,13:44:33,220.0
241,39,107,2,695,0,UPI,2026-01-20,13:53:51,1390.0
242,341,107,2,695,10,UPI,2026-06-02,19:20:40,1251.0
243,473,106,2,300,0,Card,2026-04-10,18:22:11,600.0
244,212,121,2,350,5,Card,2026-05-17,20:01:20,665.0
245,48,101,2,695,0,Card,2026-02-11,13:53:12,1390.0
246,332,116,2,120,0,UPI,2026-04-24,19:44:33,240.0
247,411,120,1,120,0,Card,2026-06-05,18:27:17,120.0
248,300,126,1,60,10,Card,2026-03-30,11:48:23,54.0
249,403,120,2,120,5,Card,2026-01-24,20:37:02,228.0
250,114,127,2,90,0,UPI,2026-06-19,19:13:01,180.0
251,357,117,3,130,0,UPI,2026-01-23,14:45:27,390.0
252,102,119,1,220,0,Cash,2026-05-31,13:22:13,220.0
253,432,122,1,320,5,UPI,2026-03-03,18:47:45,304.0
254,404,126,1,60,0,Card,2026-06-24,20:32:41,60.0
255,14,109,2,650,0,UPI,2026-04-30,19:22:21,1300.0
256,75,101,1,695,0,Card,2026-01-10,13:52:32,695.0
257,217,104,2,390,0,UPI,2026-01-12,20:07:51,780.0
258,372,102,2,380,0,Card,2026-02-04,13:19:13,760.0
259,428,104,1,390,0,Cash,2026-04-05,12:22:37,390.0
260,485,107,2,695,0,UPI,2026-04-24,12:28:44,1390.0
261,485,130,1,220,0,Card,2026-04-11,20:27:14,220.0
262,15,106,2,300,0,Card,2026-02-13,13:56:04,600.0
263,438,103,1,320,10,UPI,2026-04-28,20:05:23,288.0
264,491,124,1,180,0,UPI,2026-04-21,20:59:30,180.0
265,421,101,3,695,10,UPI,2026-02-08,13:33:22,1876.5
266,282,113,1,220,0,Card,2026-03-31,19:16:20,220.0
267,250,106,2,300,0,Cash,2026-05-18,18:59:00,600.0
268,386,120,2,120,0,UPI,2026-04-06,20:54:39,240.0
269,141,119,2,220,0,Cash,2026-03-12,14:22:21,440.0
270,41,111,1,320,5,UPI,2026-02-08,13:15:41,304.0
271,59,122,1,320,5,UPI,2026-04-15,13:01:59,304.0
272,51,128,1,150,5,UPI,2026-03-16,12:32:58,142.5
273,310,107,1,695,0,UPI,2026-02-11,13:47:35,695.0
274,256,123,2,420,10,UPI,2026-02-15,20:16:13,756.0
275,266,106,2,300,0,UPI,2026-06-12,13:39:25,600.0
276,405,107,3,695,0,Cash,2026-06-07,21:39:21,2085.0
277,241,113,2,220,0,UPI,2026-06-29,12:22:39,440.0
278,171,122,1,320,0,UPI,2026-04-20,19:02:54,320.0
279,229,102,3,380,0,UPI,2026-01-25,12:06:25,1140.0
280,230,104,1,390,0,UPI,2026-02-06,19:36:16,390.0
281,7,127,1,90,0,Cash,2026-01-01,18:46:48,90.0
282,127,107,2,695,0,UPI,2026-05-22,13:34:50,1390.0
283,406,115,2,150,5,UPI,2026-04-18,11:56:18,285.0
284,365,117,2,130,0,UPI,2026-02-18,12:25:57,260.0
285,457,117,1,130,0,Card,2026-04-25,20:12:34,130.0
286,247,103,1,320,0,UPI,2026-06-25,19:18:05,320.0
287,479,121,1,350,0,Card,2026-02-02,21:33:13,350.0
288,163,104,1,390,0,Cash,2026-01-26,12:46:07,390.0
289,478,103,1,320,10,UPI,2026-05-10,21:14:39,288.0
290,222,114,1,180,10,Card,2026-04-07,18:57:02,162.0
291,360,112,2,240,0,UPI,2026-03-01,14:24:59,480.0
292,396,104,2,390,0,Card,2026-05-07,21:58:33,780.0
293,423,108,1,695,0,Card,2026-04-15,13:13:36,695.0
294,457,106,2,300,5,Card,2026-03-24,14:49:47,570.0
295,366,101,3,695,0,UPI,2026-02-06,13:18:52,2085.0
296,20,123,2,420,0,UPI,2026-01-10,13:25:26,840.0
297,220,120,3,120,0,UPI,2026-04-30,19:46:20,360.0
298,141,103,1,320,0,Cash,2026-04-23,12:05:24,320.0
299,461,125,1,120,0,Card,2026-02-10,12:24:40,120.0
300,416,108,1,695,0,UPI,2026-03-04,13:31:34,695.0
301,359,111,1,320,5,Card,2026-05-04,13:46:56,304.0
302,443,102,1,380,0,Card,2026-04-10,20:00:13,380.0
303,355,102,1,380,0,Cash,2026-03-16,12:32:38,380.0
304,15,107,1,695,10,UPI,2026-02-07,19:30:04,625.5
305,482,105,2,420,0,UPI,2026-05-16,12:46:18,840.0
306,40,101,1,695,0,Cash,2026-03-06,14:48:02,695.0
307,428,123,1,420,0,UPI,2026-02-26,19:43:18,420.0
308,438,103,5,320,0,Cash,2026-06-22,19:41:46,1600.0
309,330,102,1,380,0,Card,2026-04-27,20:45:40,380.0
310,215,128,4,150,0,UPI,2026-01-09,11:42:40,600.0
311,203,120,1,120,5,Card,2026-03-14,12:05:34,114.0
312,485,111,1,320,0,UPI,2026-01-29,19:06:03,320.0
313,238,105,1,420,5,Card,2026-01-09,13:20:35,399.0
314,201,103,3,320,0,UPI,2026-06-11,12:52:29,960.0
315,245,127,4,90,0,UPI,2026-05-19,18:51:47,360.0
316,154,120,3,120,0,UPI,2026-06-19,12:15:28,360.0
317,279,122,2,320,0,Card,2026-02-05,14:29:14,640.0
318,201,101,1,695,10,UPI,2026-05-26,13:20:05,625.5
319,18,105,1,420,0,UPI,2026-04-08,21:54:15,420.0
320,258,116,1,120,5,UPI,2026-03-20,14:31:15,114.0
321,163,105,1,420,5,UPI,2026-01-30,20:46:08,399.0
322,291,105,2,420,0,Cash,2026-04-20,19:50:36,840.0
323,11,110,2,280,0,Cash,2026-03-14,19:38:15,560.0
324,5,111,4,320,0,UPI,2026-01-07,22:51:56,1280.0
325,21,101,2,695,0,UPI,2026-01-20,18:55:09,1390.0
326,437,102,1,380,0,Card,2026-02-19,11:17:00,380.0
327,290,121,1,350,0,UPI,2026-02-10,13:51:59,350.0
328,378,103,5,320,0,Card,2026-06-10,18:25:59,1600.0
329,110,108,2,695,15,Cash,2026-03-03,19:53:38,1181.5
330,330,103,1,320,0,Card,2026-02-10,20:33:44,320.0
331,116,130,1,220,0,UPI,2026-06-05,20:38:07,220.0
332,39,116,4,120,0,Card,2026-05-21,11:31:22,480.0
333,381,110,1,280,0,UPI,2026-05-02,12:18:04,280.0
334,491,123,2,420,0,UPI,2026-02-17,11:00:09,840.0
335,300,106,2,300,0,UPI,2026-06-12,13:09:02,600.0
336,445,129,1,180,0,UPI,2026-02-16,14:42:32,180.0
337,233,108,1,695,0,Card,2026-01-17,11:38:40,695.0
338,174,128,2,150,0,Card,2026-05-27,18:18:17,300.0
339,492,120,2,120,5,Card,2026-04-28,13:43:29,228.0
340,107,128,2,150,0,Card,2026-03-09,14:57:21,300.0
341,417,104,1,390,5,UPI,2026-06-26,20:21:57,370.5
342,45,125,3,120,0,UPI,2026-03-02,19:03:01,360.0
343,408,116,1,120,10,UPI,2026-06-03,20:23:59,108.0
344,380,124,2,180,5,Card,2026-01-05,18:53:09,342.0
345,10,123,1,420,10,UPI,2026-05-06,11:05:56,378.0
346,217,103,3,320,5,UPI,2026-02-03,14:32:47,912.0
347,283,101,3,695,10,UPI,2026-05-29,20:29:09,1876.5
348,286,123,1,420,10,Cash,2026-02-04,20:42:43,378.0
349,435,105,2,420,0,Card,2026-03-27,18:27:10,840.0
350,161,107,5,695,0,UPI,2026-02-28,13:58:59,3475.0
351,124,122,1,320,0,UPI,2026-06-19,22:39:14,320.0
352,411,120,1,120,0,Card,2026-02-16,13:57:00,120.0
353,68,102,3,380,5,UPI,2026-02-08,18:34:16,1083.0
354,398,127,2,90,0,UPI,2026-04-05,20:36:52,180.0
355,212,101,3,695,10,Cash,2026-03-03,13:35:18,1876.5
356,131,120,1,120,5,UPI,2026-05-06,18:12:34,114.0
357,336,128,1,150,0,UPI,2026-01-05,14:06:19,150.0
358,261,103,2,320,0,UPI,2026-03-11,13:17:51,640.0
359,96,115,2,150,0,UPI,2026-01-19,13:19:57,300.0
360,377,104,1,390,0,Card,2026-04-05,19:35:42,390.0
361,166,114,2,180,0,UPI,2026-02-05,12:12:02,360.0
362,441,103,1,320,5,UPI,2026-03-28,12:30:31,304.0
363,212,109,1,650,0,Cash,2026-06-17,13:26:53,650.0
364,236,106,1,300,0,UPI,2026-04-28,19:03:12,300.0
365,259,129,2,180,0,UPI,2026-03-22,13:08:51,360.0
366,42,117,1,130,0,UPI,2026-01-25,21:51:33,130.0
367,231,104,2,390,0,UPI,2026-03-22,13:29:08,780.0
368,301,118,2,150,5,Cash,2026-04-18,20:44:25,285.0
369,184,115,1,150,0,Cash,2026-06-23,13:07:39,150.0
370,336,107,1,695,0,Card,2026-02-25,14:59:08,695.0
371,175,102,2,380,0,UPI,2026-03-26,19:53:49,760.0
372,176,124,1,180,0,UPI,2026-04-30,19:46:23,180.0
373,212,103,2,320,0,UPI,2026-04-03,14:35:58,640.0
374,235,120,1,120,0,UPI,2026-01-22,18:47:04,120.0
375,331,120,3,120,0,UPI,2026-03-27,21:00:23,360.0
376,272,103,3,320,0,UPI,2026-05-26,21:08:34,960.0
377,52,118,1,150,0,Card,2026-05-15,18:48:15,150.0
378,421,101,1,695,0,Card,2026-04-19,19:26:46,695.0
379,38,106,1,300,15,UPI,2026-02-13,18:11:38,255.0
380,215,102,1,380,0,UPI,2026-03-31,12:09:12,380.0
381,104,118,1,150,0,Card,2026-06-26,18:04:13,150.0
382,82,126,2,60,0,UPI,2026-02-01,12:34:00,120.0
383,210,125,1,120,15,Card,2026-01-14,12:52:06,102.0
384,14,108,2,695,0,UPI,2026-01-11,21:23:47,1390.0
385,232,101,1,695,0,Card,2026-04-28,20:04:15,695.0
386,365,121,2,350,0,Cash,2026-05-08,19:15:34,700.0
387,302,104,2,390,0,UPI,2026-05-09,19:10:53,780.0
388,12,119,4,220,0,UPI,2026-05-25,18:13:38,880.0
389,99,102,3,380,0,UPI,2026-02-16,12:23:04,1140.0
390,265,102,1,380,0,UPI,2026-01-30,12:16:08,380.0
391,199,103,2,320,0,UPI,2026-02-19,19:45:37,640.0
392,331,102,2,380,0,UPI,2026-04-27,13:43:47,760.0
393,324,102,2,380,0,UPI,2026-04-14,19:04:12,760.0
394,375,118,2,150,0,UPI,2026-03-23,21:31:46,300.0
395,488,107,1,695,10,UPI,2026-03-09,12:19:07,625.5
396,353,127,2,90,0,Card,2026-02-25,12:10:05,180.0
397,351,103,4,320,0,UPI,2026-06-24,19:46:39,1280.0
398,496,114,1,180,10,Card,2026-04-05,21:16:17,162.0
399,193,102,4,380,0,UPI,2026-02-16,21:43:01,1520.0
400,107,129,1,180,10,UPI,2026-05-03,14:41:45,162.0
401,250,103,3,320,0,UPI,2026-05-22,19:25:11,960.0
402,202,102,2,380,0,Cash,2026-02-28,14:24:52,760.0
403,64,119,2,220,0,UPI,2026-03-18,18:45:09,440.0
404,246,121,1,350,0,Cash,2026-06-06,19:08:38,350.0
405,159,128,3,150,5,UPI,2026-04-15,12:12:24,427.5
406,341,103,4,320,0,Cash,2026-02-19,19:42:45,1280.0
407,376,103,2,320,0,UPI,2026-02-04,14:10:24,640.0
408,491,118,2,150,0,Card,2026-04-13,21:24:42,300.0
409,240,111,3,320,0,Cash,2026-01-31,12:00:54,960.0
410,65,106,2,300,0,UPI,2026-04-05,19:33:20,600.0
411,480,103,1,320,0,UPI,2026-01-28,12:58:07,320.0
412,179,118,1,150,5,Cash,2026-02-05,14:02:33,142.5
413,91,117,3,130,0,UPI,2026-01-23,19:21:43,390.0
414,251,115,2,150,0,Card,2026-06-14,20:52:38,300.0
415,77,118,2,150,0,UPI,2026-01-26,12:58:23,300.0
416,297,119,1,220,15,Card,2026-04-01,13:04:57,187.0
417,390,118,1,150,5,UPI,2026-01-29,20:46:50,142.5
418,117,105,4,420,0,Card,2026-02-20,19:36:18,1680.0
419,418,128,1,150,0,Card,2026-03-10,11:40:31,150.0
420,370,115,3,150,0,Card,2026-06-03,22:17:19,450.0
421,185,105,1,420,0,Card,2026-01-09,12:47:26,420.0
422,372,122,1,320,0,Card,2026-01-11,11:58:17,320.0
423,37,111,1,320,10,Card,2026-01-21,21:03:39,288.0
